,number_concepts,embedding_dimension,boc_model,document,accuracy,method
101,12.0,300.0,VLAD_TFIDF,cade,0.4924690844591697,W2V
102,13.0,300.0,VLAD_TFIDF,cade,0.4916075496711122,W2V
103,14.0,300.0,VLAD_TFIDF,cade,0.4916678815100379,W2V
104,15.0,300.0,VLAD_TFIDF,cade,0.4894375610185063,W2V
105,16.0,300.0,VLAD_TFIDF,cade,0.4932540861542029,W2V
106,17.0,300.0,VLAD_TFIDF,cade,0.4915578980492666,W2V
107,18.0,300.0,VLAD_TFIDF,cade,0.4897437589955255,W2V
108,19.0,300.0,VLAD_TFIDF,cade,0.488517608344249,W2V
109,20.0,300.0,VLAD_TFIDF,cade,0.4922560001410424,W2V
110,21.0,300.0,VLAD_TFIDF,cade,0.4924118963431151,W2V
111,22.0,300.0,VLAD_TFIDF,cade,0.491883346619024,W2V
112,23.0,300.0,VLAD_TFIDF,cade,0.4914149598675762,W2V
113,24.0,300.0,VLAD_TFIDF,cade,0.489561103605781,W2V
114,25.0,300.0,VLAD_TFIDF,cade,0.4926500659225489,W2V
115,26.0,300.0,VLAD_TFIDF,cade,0.48943388398850396,W2V
116,27.0,300.0,VLAD_TFIDF,cade,0.4907595815075814,W2V
117,28.0,300.0,VLAD_TFIDF,cade,0.4923501237071475,W2V
118,29.0,300.0,VLAD_TFIDF,cade,0.4937438051488283,W2V
119,30.0,300.0,VLAD_TFIDF,cade,0.4925012945228061,W2V
120,1.0,300.0,VLAD,cade,0.3266672620602881,self-trained
121,2.0,300.0,VLAD,cade,0.3465966989941377,self-trained
122,3.0,300.0,VLAD,cade,0.34958062291741,self-trained
123,4.0,300.0,VLAD,cade,0.3648411829572115,self-trained
124,5.0,300.0,VLAD,cade,0.3760354171934695,self-trained
125,6.0,300.0,VLAD,cade,0.3867078579405279,self-trained
126,7.0,300.0,VLAD,cade,0.3958909920574038,self-trained
127,8.0,300.0,VLAD,cade,0.39858738175104375,self-trained
128,9.0,300.0,VLAD,cade,0.39838125130535,self-trained
129,10.0,300.0,VLAD,cade,0.4241926783517562,self-trained
130,11.0,300.0,VLAD,cade,0.4207180881844317,self-trained
131,12.0,300.0,VLAD,cade,0.4255980153705085,self-trained
132,13.0,300.0,VLAD,cade,0.42599312403307865,self-trained
133,14.0,300.0,VLAD,cade,0.4325503362455429,self-trained
134,15.0,300.0,VLAD,cade,0.433273803250476,self-trained
135,16.0,300.0,VLAD,cade,0.4357297850800318,self-trained
136,17.0,300.0,VLAD,cade,0.4361112673706227,self-trained
137,18.0,300.0,VLAD,cade,0.4380232716639539,self-trained
138,19.0,300.0,VLAD,cade,0.4369016223235139,self-trained
139,20.0,300.0,VLAD,cade,0.4385600058097946,self-trained
140,21.0,300.0,VLAD,cade,0.4395275680709686,self-trained
141,22.0,300.0,VLAD,cade,0.4384306242631648,self-trained
142,23.0,300.0,VLAD,cade,0.4378009849153127,self-trained
143,24.0,300.0,VLAD,cade,0.44105589292195296,self-trained
144,25.0,300.0,VLAD,cade,0.4405457994799808,self-trained
145,26.0,300.0,VLAD,cade,0.44243963619404336,self-trained
146,27.0,300.0,VLAD,cade,0.4408238890773485,self-trained
147,28.0,300.0,VLAD,cade,0.4424977077458122,self-trained
148,29.0,300.0,VLAD,cade,0.4455151331083325,self-trained
149,30.0,300.0,VLAD,cade,0.4484869661813796,self-trained
150,1.0,300.0,VLAD_TFIDF,cade,0.477986811873528,self-trained
151,2.0,300.0,VLAD_TFIDF,cade,0.4783642472427325,self-trained
152,3.0,300.0,VLAD_TFIDF,cade,0.4801485590013872,self-trained
153,4.0,300.0,VLAD_TFIDF,cade,0.4819163158622631,self-trained
154,5.0,300.0,VLAD_TFIDF,cade,0.4837231846212445,self-trained
155,6.0,300.0,VLAD_TFIDF,cade,0.4826806270576012,self-trained
156,7.0,300.0,VLAD_TFIDF,cade,0.4864919968113771,self-trained
157,8.0,300.0,VLAD_TFIDF,cade,0.4848489798111562,self-trained
158,9.0,300.0,VLAD_TFIDF,cade,0.4853348983174171,self-trained
159,10.0,300.0,VLAD_TFIDF,cade,0.4831450187677165,self-trained
160,11.0,300.0,VLAD_TFIDF,cade,0.485649375576832,self-trained
161,12.0,300.0,VLAD_TFIDF,cade,0.4836105604431242,self-trained
162,13.0,300.0,VLAD_TFIDF,cade,0.4833763217833772,self-trained
163,14.0,300.0,VLAD_TFIDF,cade,0.4837168572161714,self-trained
164,15.0,300.0,VLAD_TFIDF,cade,0.4859592376695479,self-trained
165,16.0,300.0,VLAD_TFIDF,cade,0.4835623605395935,self-trained
166,17.0,300.0,VLAD_TFIDF,cade,0.4851433026582395,self-trained
167,18.0,300.0,VLAD_TFIDF,cade,0.483917962914313,self-trained
168,19.0,300.0,VLAD_TFIDF,cade,0.4826327606276695,self-trained
169,20.0,300.0,VLAD_TFIDF,cade,0.4829299934226639,self-trained
170,21.0,300.0,VLAD_TFIDF,cade,0.4847371014128769,self-trained
171,22.0,300.0,VLAD_TFIDF,cade,0.4845308231568378,self-trained
172,23.0,300.0,VLAD_TFIDF,cade,0.4849517566494954,self-trained
173,24.0,300.0,VLAD_TFIDF,cade,0.4845422562548087,self-trained
174,25.0,300.0,VLAD_TFIDF,cade,0.4831242466552978,self-trained
175,26.0,300.0,VLAD_TFIDF,cade,0.4840874111235613,self-trained
176,27.0,300.0,VLAD_TFIDF,cade,0.4841529191551335,self-trained
177,28.0,300.0,VLAD_TFIDF,cade,0.4849061656837913,self-trained
178,29.0,300.0,VLAD_TFIDF,cade,0.483158699947105,self-trained
179,30.0,300.0,VLAD_TFIDF,cade,0.4835010626952265,self-trained
180,1.0,300.0,VLAD,web,0.8162130813752924,Glove
181,2.0,300.0,VLAD,web,0.8369188920121022,Glove
182,3.0,300.0,VLAD,web,0.8465096433983325,Glove
183,4.0,300.0,VLAD,web,0.8610817331159757,Glove
184,5.0,300.0,VLAD,web,0.8635610592961402,Glove
185,6.0,300.0,VLAD,web,0.878564119464774,Glove
186,7.0,300.0,VLAD,web,0.8870823183023211,Glove
187,8.0,300.0,VLAD,web,0.8839693928610529,Glove
188,9.0,300.0,VLAD,web,0.8833962177801127,Glove
189,10.0,300.0,VLAD,web,0.8844455290586011,Glove
190,11.0,300.0,VLAD,web,0.8892565012248081,Glove
191,12.0,300.0,VLAD,web,0.8873441983903527,Glove
192,13.0,300.0,VLAD,web,0.8879907350938498,Glove
193,14.0,300.0,VLAD,web,0.889070653392271,Glove
194,15.0,300.0,VLAD,web,0.8877641020834455,Glove
195,16.0,300.0,VLAD,web,0.8902442855793051,Glove
196,17.0,300.0,VLAD,web,0.8936401841745122,Glove
197,18.0,300.0,VLAD,web,0.8941440140993928,Glove
198,19.0,300.0,VLAD,web,0.893824834939014,Glove
199,20.0,300.0,VLAD,web,0.8918076790599658,Glove
200,21.0,300.0,VLAD,web,0.8965815786113869,Glove
201,22.0,300.0,VLAD,web,0.8909160923640413,Glove
202,23.0,300.0,VLAD,web,0.8980227786065951,Glove
203,24.0,300.0,VLAD,web,0.8987765834331845,Glove
204,25.0,300.0,VLAD,web,0.8965968935496695,Glove
205,26.0,300.0,VLAD,web,0.898891589553045,Glove
206,27.0,300.0,VLAD,web,0.8959606249079389,Glove
207,28.0,300.0,VLAD,web,0.8966384494384474,Glove
208,29.0,300.0,VLAD,web,0.8997486387024395,Glove
209,30.0,300.0,VLAD,web,0.8996572595232732,Glove
210,1.0,300.0,VLAD_TFIDF,web,0.8970598288808102,Glove
211,2.0,300.0,VLAD_TFIDF,web,0.8972965943621476,Glove
212,3.0,300.0,VLAD_TFIDF,web,0.8971855070789916,Glove
213,4.0,300.0,VLAD_TFIDF,web,0.8945550272906955,Glove
214,5.0,300.0,VLAD_TFIDF,web,0.8961323116957158,Glove
215,6.0,300.0,VLAD_TFIDF,web,0.8998182856428167,Glove
216,7.0,300.0,VLAD_TFIDF,web,0.9037598387374828,Glove
217,8.0,300.0,VLAD_TFIDF,web,0.9015645229735776,Glove
218,9.0,300.0,VLAD_TFIDF,web,0.8936129241575973,Glove
219,10.0,300.0,VLAD_TFIDF,web,0.8973874630891225,Glove
220,11.0,300.0,VLAD_TFIDF,web,0.8975239443223224,Glove
221,12.0,300.0,VLAD_TFIDF,web,0.8987651221057475,Glove
222,13.0,300.0,VLAD_TFIDF,web,0.8974493423124936,Glove
223,14.0,300.0,VLAD_TFIDF,web,0.9005506552997943,Glove
224,15.0,300.0,VLAD_TFIDF,web,0.8993613668304035,Glove
225,16.0,300.0,VLAD_TFIDF,web,0.9009639293820472,Glove
226,17.0,300.0,VLAD_TFIDF,web,0.8975709188280044,Glove
227,18.0,300.0,VLAD_TFIDF,web,0.9022749074238408,Glove
228,19.0,300.0,VLAD_TFIDF,web,0.9039989335523416,Glove
229,20.0,300.0,VLAD_TFIDF,web,0.9021019129682182,Glove
230,21.0,300.0,VLAD_TFIDF,web,0.90193863948004,Glove
231,22.0,300.0,VLAD_TFIDF,web,0.8991175881407262,Glove
232,23.0,300.0,VLAD_TFIDF,web,0.9012988543417624,Glove
233,24.0,300.0,VLAD_TFIDF,web,0.9038368384883868,Glove
234,25.0,300.0,VLAD_TFIDF,web,0.9021429661015106,Glove
235,26.0,300.0,VLAD_TFIDF,web,0.9046892409268068,Glove
236,27.0,300.0,VLAD_TFIDF,web,0.9027358136489504,Glove
237,28.0,300.0,VLAD_TFIDF,web,0.9011540077820612,Glove
238,29.0,300.0,VLAD_TFIDF,web,0.9028378568577856,Glove
239,30.0,300.0,VLAD_TFIDF,web,0.9029083072038946,Glove
240,1.0,300.0,VLAD,web,0.8291315363917814,W2V
241,2.0,300.0,VLAD,web,0.8519247587009351,W2V
242,3.0,300.0,VLAD,web,0.8524189698475005,W2V
243,4.0,300.0,VLAD,web,0.8715326563062135,W2V
244,5.0,300.0,VLAD,web,0.872073173044509,W2V
245,6.0,300.0,VLAD,web,0.8754777974967599,W2V
246,7.0,300.0,VLAD,web,0.8796901647800677,W2V
247,8.0,300.0,VLAD,web,0.8801253552662066,W2V
248,9.0,300.0,VLAD,web,0.8821486441881374,W2V
249,10.0,300.0,VLAD,web,0.8857701076591672,W2V
250,11.0,300.0,VLAD,web,0.8823818289308771,W2V
251,12.0,300.0,VLAD,web,0.8875430542546567,W2V
252,13.0,300.0,VLAD,web,0.8845043038371114,W2V
253,14.0,300.0,VLAD,web,0.8858242983408948,W2V
254,15.0,300.0,VLAD,web,0.8822839841513168,W2V
255,16.0,300.0,VLAD,web,0.8873013812179731,W2V
256,17.0,300.0,VLAD,web,0.8890220191419885,W2V
257,18.0,300.0,VLAD,web,0.8881566488561063,W2V
258,19.0,300.0,VLAD,web,0.8824174622772893,W2V
259,20.0,300.0,VLAD,web,0.8883606499474543,W2V
260,21.0,300.0,VLAD,web,0.8842047133236498,W2V
261,22.0,300.0,VLAD,web,0.8938859123553691,W2V
262,23.0,300.0,VLAD,web,0.8901438980635952,W2V
263,24.0,300.0,VLAD,web,0.8903714976302595,W2V
264,25.0,300.0,VLAD,web,0.8929404106008146,W2V
265,26.0,300.0,VLAD,web,0.8880295059238005,W2V
266,27.0,300.0,VLAD,web,0.888269689271462,W2V
267,28.0,300.0,VLAD,web,0.8928433140437679,W2V
268,29.0,300.0,VLAD,web,0.8903789107841746,W2V
269,30.0,300.0,VLAD,web,0.8913954364047832,W2V
270,1.0,300.0,VLAD_TFIDF,web,0.8942110297746588,W2V
271,2.0,300.0,VLAD_TFIDF,web,0.8969125210948427,W2V
272,3.0,300.0,VLAD_TFIDF,web,0.8965863217027252,W2V
273,4.0,300.0,VLAD_TFIDF,web,0.9000235377358781,W2V
274,5.0,300.0,VLAD_TFIDF,web,0.8990406079018625,W2V
275,6.0,300.0,VLAD_TFIDF,web,0.8967440930118377,W2V
276,7.0,300.0,VLAD_TFIDF,web,0.8983150779206321,W2V
277,8.0,300.0,VLAD_TFIDF,web,0.8977290688134726,W2V
278,9.0,300.0,VLAD_TFIDF,web,0.8996108627504678,W2V
279,10.0,300.0,VLAD_TFIDF,web,0.8988920590902236,W2V
280,11.0,300.0,VLAD_TFIDF,web,0.8977125015905815,W2V
281,12.0,300.0,VLAD_TFIDF,web,0.9007709511993373,W2V
282,13.0,300.0,VLAD_TFIDF,web,0.900846074389937,W2V
283,14.0,300.0,VLAD_TFIDF,web,0.9013979172376144,W2V
284,15.0,300.0,VLAD_TFIDF,web,0.9007531848757476,W2V
285,16.0,300.0,VLAD_TFIDF,web,0.8977934851421955,W2V
286,17.0,300.0,VLAD_TFIDF,web,0.9001708921926548,W2V
287,18.0,300.0,VLAD_TFIDF,web,0.8998622823093303,W2V
288,19.0,300.0,VLAD_TFIDF,web,0.8982418863147572,W2V
289,20.0,300.0,VLAD_TFIDF,web,0.90295290152301,W2V
290,21.0,300.0,VLAD_TFIDF,web,0.9010601782082664,W2V
291,22.0,300.0,VLAD_TFIDF,web,0.904331401590698,W2V
292,23.0,300.0,VLAD_TFIDF,web,0.9014506499442142,W2V
293,24.0,300.0,VLAD_TFIDF,web,0.9008617164570576,W2V
294,25.0,300.0,VLAD_TFIDF,web,0.9011568086089626,W2V
295,26.0,300.0,VLAD_TFIDF,web,0.8992554426807458,W2V
296,27.0,300.0,VLAD_TFIDF,web,0.901607221889666,W2V
297,28.0,300.0,VLAD_TFIDF,web,0.9013794861420832,W2V
298,29.0,300.0,VLAD_TFIDF,web,0.896903519273948,W2V
299,30.0,300.0,VLAD_TFIDF,web,0.9005267796988516,W2V
300,1.0,300.0,VLAD,web,0.867348764343982,self-trained
301,2.0,300.0,VLAD,web,0.8822603372798152,self-trained
302,3.0,300.0,VLAD,web,0.8841401720558792,self-trained
303,4.0,300.0,VLAD,web,0.8895662869958209,self-trained
304,5.0,300.0,VLAD,web,0.8894192003038688,self-trained
305,6.0,300.0,VLAD,web,0.8978963452901588,self-trained
306,7.0,300.0,VLAD,web,0.8989622847791997,self-trained
307,8.0,300.0,VLAD,web,0.8963850641389541,self-trained
308,9.0,300.0,VLAD,web,0.8994716239886585,self-trained
309,10.0,300.0,VLAD,web,0.9005234874462118,self-trained
310,11.0,300.0,VLAD,web,0.8997353560465641,self-trained
311,12.0,300.0,VLAD,web,0.8995789966857108,self-trained
312,13.0,300.0,VLAD,web,0.9046990485535564,self-trained
313,14.0,300.0,VLAD,web,0.9059708986882684,self-trained
314,15.0,300.0,VLAD,web,0.8994213752439482,self-trained
315,16.0,300.0,VLAD,web,0.9043665507351232,self-trained
316,17.0,300.0,VLAD,web,0.9043918130038554,self-trained
317,18.0,300.0,VLAD,web,0.8995216948668359,self-trained
318,19.0,300.0,VLAD,web,0.9019622416911218,self-trained
319,20.0,300.0,VLAD,web,0.9042963877896586,self-trained
320,21.0,300.0,VLAD,web,0.9034447029449496,self-trained
321,22.0,300.0,VLAD,web,0.9028229009487356,self-trained
322,23.0,300.0,VLAD,web,0.9072277664466422,self-trained
323,24.0,300.0,VLAD,web,0.9022064159381352,self-trained
324,25.0,300.0,VLAD,web,0.9020002691901162,self-trained
325,26.0,300.0,VLAD,web,0.9063897060026972,self-trained
326,27.0,300.0,VLAD,web,0.9040186061620132,self-trained
327,28.0,300.0,VLAD,web,0.9022878285112884,self-trained
328,29.0,300.0,VLAD,web,0.9080055865055122,self-trained
329,30.0,300.0,VLAD,web,0.908322106472628,self-trained
330,1.0,300.0,VLAD_TFIDF,web,0.899351095354121,self-trained
331,2.0,300.0,VLAD_TFIDF,web,0.901945282033083,self-trained
332,3.0,300.0,VLAD_TFIDF,web,0.9005727774568097,self-trained
333,4.0,300.0,VLAD_TFIDF,web,0.9003773342523388,self-trained
334,5.0,300.0,VLAD_TFIDF,web,0.9006790269391194,self-trained
335,6.0,300.0,VLAD_TFIDF,web,0.9018397081194462,self-trained
336,7.0,300.0,VLAD_TFIDF,web,0.90711663502899,self-trained
337,8.0,300.0,VLAD_TFIDF,web,0.9046409076315094,self-trained
338,9.0,300.0,VLAD_TFIDF,web,0.9042110359481136,self-trained
339,10.0,300.0,VLAD_TFIDF,web,0.9053285410047308,self-trained
340,11.0,300.0,VLAD_TFIDF,web,0.903026206902412,self-trained
341,12.0,300.0,VLAD_TFIDF,web,0.9046852950065759,self-trained
342,13.0,300.0,VLAD_TFIDF,web,0.9042311417479306,self-trained
343,14.0,300.0,VLAD_TFIDF,web,0.9038537650563307,self-trained
344,15.0,300.0,VLAD_TFIDF,web,0.9023465122159912,self-trained
345,16.0,300.0,VLAD_TFIDF,web,0.9054631265051206,self-trained
346,17.0,300.0,VLAD_TFIDF,web,0.9036408805548536,self-trained
347,18.0,300.0,VLAD_TFIDF,web,0.902962041924947,self-trained
348,19.0,300.0,VLAD_TFIDF,web,0.907379650276308,self-trained
349,20.0,300.0,VLAD_TFIDF,web,0.9022066531172641,self-trained
350,21.0,300.0,VLAD_TFIDF,web,0.9044318149560188,self-trained
351,22.0,300.0,VLAD_TFIDF,web,0.9055955095547166,self-trained
352,23.0,300.0,VLAD_TFIDF,web,0.9067108433946084,self-trained
353,24.0,300.0,VLAD_TFIDF,web,0.905372915137066,self-trained
354,25.0,300.0,VLAD_TFIDF,web,0.9063028270606164,self-trained
355,26.0,300.0,VLAD_TFIDF,web,0.9060806434784672,self-trained
356,27.0,300.0,VLAD_TFIDF,web,0.9053648429254499,self-trained
357,28.0,300.0,VLAD_TFIDF,web,0.9042847284546672,self-trained
358,29.0,300.0,VLAD_TFIDF,web,0.9054848580259446,self-trained
359,30.0,300.0,VLAD_TFIDF,web,0.9061853330331078,self-trained
360,1.0,300.0,VLAD,cade,0.27357880497004755,self-trained-glove
361,1.0,300.0,VLAD_TFIDF,cade,0.4653668154774294,self-trained-glove
362,2.0,300.0,VLAD,cade,0.33252198983604064,self-trained-glove
363,2.0,300.0,VLAD_TFIDF,cade,0.4550906243466048,self-trained-glove
364,3.0,300.0,VLAD,cade,0.3658056261288644,self-trained-glove
365,3.0,300.0,VLAD_TFIDF,cade,0.4606175256781068,self-trained-glove
366,4.0,300.0,VLAD,cade,0.3828538489023679,self-trained-glove
367,4.0,300.0,VLAD_TFIDF,cade,0.4644224460874244,self-trained-glove
368,5.0,300.0,VLAD,cade,0.3909979025256328,self-trained-glove
369,5.0,300.0,VLAD_TFIDF,cade,0.4608285971285232,self-trained-glove
370,6.0,300.0,VLAD,cade,0.3976876169996277,self-trained-glove
371,6.0,300.0,VLAD_TFIDF,cade,0.4619646054829791,self-trained-glove
372,7.0,300.0,VLAD,cade,0.4066314292347154,self-trained-glove
373,7.0,300.0,VLAD_TFIDF,cade,0.4613496208859914,self-trained-glove
374,8.0,300.0,VLAD,cade,0.4074748183496629,self-trained-glove
375,8.0,300.0,VLAD_TFIDF,cade,0.4646983575151573,self-trained-glove
376,9.0,300.0,VLAD,cade,0.4177497025710785,self-trained-glove
377,9.0,300.0,VLAD_TFIDF,cade,0.4618560879046473,self-trained-glove
378,10.0,300.0,VLAD,cade,0.4220074661116433,self-trained-glove
379,10.0,300.0,VLAD_TFIDF,cade,0.4655989634639676,self-trained-glove
380,11.0,300.0,VLAD,cade,0.4240208539504552,self-trained-glove
381,11.0,300.0,VLAD_TFIDF,cade,0.4632544521330783,self-trained-glove
382,12.0,300.0,VLAD,cade,0.4273548869127258,self-trained-glove
383,12.0,300.0,VLAD_TFIDF,cade,0.4661836780301293,self-trained-glove
384,13.0,300.0,VLAD,cade,0.43245457678658894,self-trained-glove
385,13.0,300.0,VLAD_TFIDF,cade,0.4635769405621105,self-trained-glove
386,14.0,300.0,VLAD,cade,0.4302942099932109,self-trained-glove
387,14.0,300.0,VLAD_TFIDF,cade,0.4645448478054519,self-trained-glove
388,15.0,300.0,VLAD,cade,0.4323379237386355,self-trained-glove
389,15.0,300.0,VLAD_TFIDF,cade,0.4656009195948098,self-trained-glove
390,16.0,300.0,VLAD,cade,0.4416473514158931,self-trained-glove
391,16.0,300.0,VLAD_TFIDF,cade,0.468476554355459,self-trained-glove
392,17.0,300.0,VLAD,cade,0.4403908301010279,self-trained-glove
393,17.0,300.0,VLAD_TFIDF,cade,0.4666985687743096,self-trained-glove
394,18.0,300.0,VLAD,cade,0.4373015001738183,self-trained-glove
395,18.0,300.0,VLAD_TFIDF,cade,0.4673990328758581,self-trained-glove
396,19.0,300.0,VLAD,cade,0.4455765930916972,self-trained-glove
397,19.0,300.0,VLAD_TFIDF,cade,0.4685459914411502,self-trained-glove
398,20.0,300.0,VLAD,cade,0.4455150800802814,self-trained-glove
399,20.0,300.0,VLAD_TFIDF,cade,0.4706594660054441,self-trained-glove
400,21.0,300.0,VLAD,cade,0.4487993791045632,self-trained-glove
401,21.0,300.0,VLAD_TFIDF,cade,0.4699503610512846,self-trained-glove
402,22.0,300.0,VLAD,cade,0.4422617477475149,self-trained-glove
403,22.0,300.0,VLAD_TFIDF,cade,0.4662571115553643,self-trained-glove
404,23.0,300.0,VLAD,cade,0.4445310231671172,self-trained-glove
405,23.0,300.0,VLAD_TFIDF,cade,0.469146167996735,self-trained-glove
406,24.0,300.0,VLAD,cade,0.4495948190264215,self-trained-glove
407,24.0,300.0,VLAD_TFIDF,cade,0.4687710829509649,self-trained-glove
408,25.0,300.0,VLAD,cade,0.4466731383134844,self-trained-glove
409,25.0,300.0,VLAD_TFIDF,cade,0.4654314753068437,self-trained-glove
410,26.0,300.0,VLAD,cade,0.4564587767479851,self-trained-glove
411,26.0,300.0,VLAD_TFIDF,cade,0.4678889181883214,self-trained-glove
412,27.0,300.0,VLAD,cade,0.4530522324893602,self-trained-glove
413,27.0,300.0,VLAD_TFIDF,cade,0.4689463157212058,self-trained-glove
414,28.0,300.0,VLAD,cade,0.4520004408319748,self-trained-glove
415,28.0,300.0,VLAD_TFIDF,cade,0.4682036372702776,self-trained-glove
416,29.0,300.0,VLAD,cade,0.4535978362785365,self-trained-glove
417,29.0,300.0,VLAD_TFIDF,cade,0.4674267135837461,self-trained-glove
418,30.0,300.0,VLAD,cade,0.4560888727369076,self-trained-glove
419,30.0,300.0,VLAD_TFIDF,cade,0.4702899511969159,self-trained-glove
420,1.0,300.0,VLAD,web,0.8371634671982504,self-trained-glove
421,1.0,300.0,VLAD_TFIDF,web,0.8937686079928844,self-trained-glove
422,2.0,300.0,VLAD,web,0.8548788018454678,self-trained-glove
423,2.0,300.0,VLAD_TFIDF,web,0.8928442508227208,self-trained-glove
424,3.0,300.0,VLAD,web,0.8568272807490407,self-trained-glove
425,3.0,300.0,VLAD_TFIDF,web,0.8941883307362625,self-trained-glove
426,4.0,300.0,VLAD,web,0.8581546353481606,self-trained-glove
427,4.0,300.0,VLAD_TFIDF,web,0.890181019631075,self-trained-glove
